date,symbol,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,ema8,ema21,ema50,bb_upper,bb_middle,bb_lower,adx,atr
2024-03-04,PLTR,24.399999618530273,24.579999923706055,23.530000686645508,24.040000915527344,64320000,,,,,,,,,,,,
2024-03-05,PLTR,23.959999084472656,24.409000396728516,23.43000030517578,23.809999465942383,49542300,0.0,,,,,,,,,,,
2024-03-06,PLTR,25.75,26.75,24.530000686645508,26.15999984741211,207386900,44.00733933681656,,,,,,,,,,,
2024-03-07,PLTR,27.010000228881836,27.5,26.3799991607666,26.459999084472656,117519300,47.20168615081819,,,,,,,,,,,
2024-03-08,PLTR,27.190000534057617,27.280000686645508,25.809999465942383,26.040000915527344,84256100,43.463288665963915,,,,,,,,,,,
2024-03-11,PLTR,25.889999389648438,26.829999923706055,25.290000915527344,25.350000381469727,60829300,38.12152206459613,,,,,,,,,,,
2024-03-12,PLTR,25.56999969482422,25.639999389648438,24.350000381469727,24.700000762939453,75202600,33.89531859053915,,,,,,,,,,,
2024-03-13,PLTR,24.700000762939453,25.440000534057617,24.600000381469727,25.0,59713000,37.34762580193725,,,,25.195000171661377,,,,,,,
2024-03-14,PLTR,24.829999923706055,24.969999313354492,24.139999389648438,24.43000030517578,49214800,33.74195091924003,,,,25.025000201331245,,,,,,,
2024-03-15,PLTR,23.850000381469727,24.100000381469727,23.420000076293945,23.489999771118164,61421000,28.80334228146525,,,,24.683888994617227,,,,,,,
2024-03-18,PLTR,23.770000457763672,24.18000030517578,23.31999969482422,24.0,44083000,34.41231917469844,,,,24.531913662480065,,,,,,,
2024-03-19,PLTR,23.5,23.829999923706055,22.920000076293945,23.799999237060547,43247200,33.30424310160726,,,,24.369266012386838,,,,,,,
2024-03-20,PLTR,23.770000457763672,24.649999618530273,23.670000076293945,24.56999969482422,40273800,41.15974910882194,,,,24.413873497372922,,,,,,,
2024-03-21,PLTR,25.299999237060547,25.329999923706055,24.440000534057617,24.489999771118164,37099600,40.62438891852271,,,,24.430790447094086,,,,,,2.707434440817853,1.2234999792916434
2024-03-22,PLTR,24.200000762939453,24.475000381469727,24.020000457763672,24.18000030517578,25453000,38.532874700324996,,,,24.375059304445575,,,,,,3.207968540350829,1.1696785031532755
2024-03-25,PLTR,24.1200008392334,24.6200008392334,24.049999237060547,24.510000228881836,29255900,41.958576921514215,,,,24.405046176542523,,,,,,3.468365881229308,1.126844438797531
2024-03-26,PLTR,24.760000228881836,25.469999313354492,24.469999313354492,24.889999389648438,43610500,45.71067861991522,,,,24.512813557232725,,,,,,3.810062596495527,1.1177841217405644
2024-03-27,PLTR,25.0,25.479999542236328,24.260000228881836,24.510000228881836,38600100,42.73551935811678,,,,24.51218837315475,,,,,,3.8470624011726606,1.125085206855845
2024-03-28,PLTR,24.170000076293945,24.280000686645508,22.940000534057617,23.010000228881836,70008200,33.473812451741445,,,,24.178368785538545,,,,,,4.73141333894222,1.1568648131393002
2024-04-01,PLTR,22.979999542236328,23.209999084472656,22.399999618530273,22.860000610351562,41000000,32.710378971895956,,,,23.88539807994144,,,26.43984578674677,24.515000057220455,22.59015432769414,6.030524946933557,1.132088716910949
2024-04-02,PLTR,22.0,22.790000915527344,21.719999313354492,22.719999313354492,39770600,31.977326995424928,,,,23.626420576255452,24.42952383132208,,26.52686228530731,24.44899997711181,22.37113766891631,7.77492342300286,1.132653901202815
2024-04-03,PLTR,22.440000534057617,23.010000228881836,22.3799991607666,22.700000762939453,30357400,31.867464906872318,,,,23.420549506629673,24.272294461469112,,26.598625776914098,24.393500041961666,22.188374307009234,9.087886215794047,1.0967501274108449
2024-04-04,PLTR,23.81999969482422,24.100000381469727,22.399999618530273,22.479999542236328,64995300,30.621120612478165,,,,23.211538403431152,24.109358559720675,,26.408116584330266,24.20950002670288,22.010883469075495,8.960407508142437,1.1398394585200313
2024-04-05,PLTR,22.420000076293945,23.31999969482422,22.30699920654297,22.959999084472656,38716800,36.46010633550611,,,,23.15564077699593,24.004871334698127,,26.026330802706113,24.03450002670288,22.042669250699646,8.93172214932839,1.130779532074404
2024-04-08,PLTR,23.079999923706055,23.200000762939453,22.670000076293945,23.0,25022700,36.936430346157486,,,,23.1210539376635,23.913519395180113,,25.684906439727868,23.88249998092651,22.080093522125154,8.905085744715347,1.0878667574009115
2024-04-09,PLTR,23.010000228881836,23.086999893188477,22.459999084472656,22.809999465942383,27643300,35.57235553816298,-0.8183534423602019,,,23.051930721725473,23.813199401613048,,25.478734204556297,23.755499935150144,22.032265665743992,9.104109119094373,1.054947761066262
2024-04-10,PLTR,22.219999313354492,22.709999084472656,22.010000228881836,22.420000076293945,28642900,32.88757433477313,-0.8276052166488483,,,22.911501689407356,23.68654491749313,,25.40289023397248,23.64149990081787,21.880109567663258,9.751051253839641,1.036737152208711
2024-04-11,PLTR,22.649999618530273,22.90999984741211,22.25,22.84000015258789,26399400,38.289235361564025,-0.7919180796874592,,,22.89561245900303,23.609586302501743,,25.20684857832193,23.53349990844726,21.86015123857259,10.065841612710381,1.0098273447232395
2024-04-12,PLTR,22.700000762939453,23.200000762939453,22.40999984741211,22.670000076293945,36764500,36.99142890857666,-0.768494624283182,,,22.845476373956565,23.524169372846487,,25.105398046740078,23.44549989700317,21.785601747266263,9.948440460105866,0.9941254569235327
2024-04-15,PLTR,22.790000915527344,23.1299991607666,21.829999923706055,21.899999618530273,38182100,31.743223618276353,-0.8028096786537624,,,22.635370428306278,23.376517576999557,,25.163523315373077,23.36599988937378,21.56847646337448,10.478193494915473,1.0159735840761766
2024-04-16,PLTR,21.59000015258789,21.989999771118164,21.270000457763672,21.8799991607666,33869200,31.617743702782846,-0.8221413426272015,,,22.467510146630794,23.240470448251106,,25.14786701298654,23.259999847412107,21.372132681837673,11.514186817173453,0.9948325647389135
