Date,Close,High,Low,Open,Volume
2023-04-10,395.2465515136719,395.3237627144578,391.73420751148194,392.3517498805444,63681000
2023-04-11,395.352783203125,396.76157868174016,394.5808477361319,395.87385583944314,59297900
2023-04-12,393.7413330078125,397.7168860870642,393.15273736359126,397.42738819941474,86420400
2023-04-13,398.9713134765625,399.32833439089336,393.6834638753183,394.83173783881375,85814800
2023-04-14,397.9967041015625,400.5344854544586,395.6808681891024,398.33443692050383,78161500
2023-04-17,399.4248352050781,399.44412328655056,396.6747670514419,397.90988155708993,66436400
2023-04-18,399.6853332519531,401.14239312215904,398.30548459798973,401.0072882174601,63560000
2023-04-19,399.6177673339844,400.52477817155267,397.7071874777372,397.7650811599767,55227300
2023-04-20,397.43701171875,399.1931986267538,395.88345270091645,396.79049299637126,75840400
2023-04-21,397.7457580566406,398.2089074737723,395.7869434535009,397.7360992946353,73457400
2023-04-24,398.1607360839844,398.58530941572457,396.2019211683217,397.54316416601694,64332100
2023-04-25,391.8404235839844,396.7423052676906,391.78252989419235,396.18262700309856,97766700
2023-04-26,390.18072509765625,393.5387062510406,389.62107629581755,392.4579848078688,80447000
2023-04-27,397.94842529296875,398.2186056288377,392.47723668231237,392.72812893970786,92968400
2023-04-28,401.344970703125,401.35462946580685,397.0027679286983,397.06066160989485,89433100
2023-05-01,400.9397277832031,402.9757243479049,400.7081236035476,400.90112217868585,62122300
2023-05-02,396.4334716796875,400.2739195102237,393.5193816694739,400.2256551428924,103998500
2023-05-03,393.71234130859375,399.35721082896305,393.47110782009463,396.93521718124856,91531800
2023-05-04,390.92376708984375,392.9887108063429,389.58249452022886,392.66063673727115,94901900
2023-05-05,398.1607360839844,399.21251064978856,394.3106587025835,394.5711802912855,87891800
2023-05-08,398.266845703125,398.74931269823855,396.8580503226791,398.4887911219587,50046800
2023-05-09,396.5202941894531,397.63962108590425,396.2887194686173,396.71329275511414,49220100
2023-05-10,398.3730163574219,400.0037572082906,394.5325683537426,399.3668972208996,96142900
2023-05-11,397.6783142089844,397.967782673735,395.5940529204205,397.50463313013404,70157100
2023-05-12,397.15716552734375,399.13529781612647,394.72554254638004,398.9230111667802,70481500
2023-05-15,398.52740478515625,398.9326605786748,395.84488941598204,397.7650986721773,54289400
2023-05-16,395.8641662597656,398.3440536617969,395.8545074967587,397.4176958365766,57705500
2023-05-17,400.6695556640625,401.2774393485742,396.24051213507045,397.8905410307854,87287000
2023-05-18,404.5292663574219,404.95383964691223,400.12916994583713,400.3510859057206,97177200
2023-05-19,403.94061279296875,405.96697981369744,402.71515737658484,405.436277963065,103793300
2023-05-22,404.1047058105469,405.64860605306404,402.71519853702625,403.9599716044401,60745400
2023-05-23,399.5695495605469,404.0371990614997,399.1739230541448,402.45469303589124,86383500
2023-05-24,396.67474365234375,398.3440901959979,395.5071816719006,397.9581224571478,89213700
2023-05-25,400.10992431640625,401.56698425113296,397.948481325118,400.1967648529363,90961600
2023-05-26,405.2915954589844,406.015296007875,400.6888705691221,400.7660523374588,93830000
2023-05-30,405.4459533691406,407.76178903576425,404.0564460796768,407.23108712480087,72216000
2023-05-31,403.1976623535156,404.5196171713142,401.6248152821385,403.61257689024336,110811800
2023-06-01,407.0284423828125,408.0898756082437,402.1748258336311,403.42922817894714,88865000
2023-06-02,412.9145812988281,413.70580481996393,409.0837920383036,409.6144939735416,91426200
2023-06-05,412.12335205078125,414.5549753347994,411.41893957028475,413.2619671994321,65460200
2023-06-06,413.02069091796875,413.5513928288073,411.05221735044984,411.70839483792156,64022200
2023-06-07,411.59259033203125,414.5549448111663,411.1680170116852,413.41632974635155,85373300
2023-06-08,414.0821228027344,414.53564295041497,410.88819369048633,411.6601290941159,61952800
2023-06-09,414.8251037597656,416.84181220366423,413.83122295827593,414.88299744160406,85742800
2023-06-12,418.5883483886719,418.6655595975771,415.08566278011017,415.8093632644941,76104300
2023-06-13,421.3480529785156,421.9945422203873,419.38923828050775,420.0550450473256,95899700
2023-06-14,421.8498840332031,423.6639648582249,418.38577413752927,421.68586172628517,100612100
2023-06-15,427.07977294921875,428.3341753075594,420.93314838794436,421.029618225165,110303100
2023-06-16,425.6250915527344,429.64443703691825,425.15052699072436,429.0730147226843,114165800
2023-06-20,423.4169006347656,424.56943998681623,421.33459182081174,423.6784195399035,76160400
2023-06-21,421.2473449707031,423.23279563093934,420.65653344768134,422.42893845991415,76982300
2023-06-22,422.7679748535156,422.8744976898845,419.9495827719529,420.28857012220664,70637200
2023-06-23,419.57183837890625,421.36360329009193,418.8551442371661,419.3006544152612,92074500
2023-06-26,417.8575744628906,420.92776119205604,417.6154448665978,419.00041906375236,72823600
2023-06-27,422.4386901855469,423.05852660175333,418.2837379082009,418.7389427456429,72813700
2023-06-28,422.6517639160156,423.6686964256791,420.73408682017543,421.35392323417744,75636000
2023-06-29,424.31756591796875,424.48222704472147,421.8284961877175,422.23525734843753,67882300
2023-06-30,429.3247985839844,430.3126766273395,427.2231008300768,427.5427284266672,104964000
2023-07-03,429.8187255859375,430.0995745995723,428.6952408609036,428.97611943136997,32793400
2023-07-05,429.1795654296875,429.91564887549146,427.98827715137367,427.9979717936088,58418400
2023-07-06,425.8188171386719,426.2449676130774,423.30066330541297,425.5863821733005,80658300
2023-07-07,424.74371337890625,428.7049794666193,424.5015837898049,424.82121139924607,86134200
2023-07-10,425.8188171386719,425.99314336270044,423.8139768918328,424.3853992195954,62443500
2023-07-11,428.5306091308594,429.0245629340207,425.6056944344112,426.5839073993123,64463800
2023-07-12,431.9786376953125,433.39269607450757,430.90359628048697,432.3370143904285,91924500
2023-07-13,435.4071044921875,436.20129662814134,433.3635449730267,433.7993604938544,72425200
2023-07-14,435.13592529296875,437.15043046608764,434.3707875167091,436.29815914154455,69815800
2023-07-17,436.6468505859375,437.702532140272,434.9422486708388,434.9906923270125,52680200
2023-07-18,439.891357421875,440.5402481729128,435.88167721390397,436.3175222997564,80668200
2023-07-19,440.86956787109375,442.0608265336728,439.8138568520883,440.6855470187412,65891700
2023-07-20,437.94464111328125,440.7727278339868,437.2279469585864,439.87201281954555,70591600
2023-07-21,437.94464111328125,439.87201281954555,437.93497602797174,439.6686026755085,71275600
2023-07-24,439.90106201171875,440.7146139077843,438.0608534359134,439.09717520084894,54023400
2023-07-25,441.1019592285156,442.3610211452945,439.58137846485045,439.6298221120076,55191200
2023-07-26,441.1698303222656,442.6032186524467,439.1068813802226,440.16256290012274,71052900
2023-07-27,438.2448425292969,444.97605663564536,437.33443294941236,444.5692659386792,92194400
2023-07-28,442.5354309082031,443.3683425271831,438.2448720243851,441.5281635177411,80011800
2023-07-31,443.3780822753906,443.7364293831208,441.69284002518833,443.0100405246931,62040400
2023-08-01,442.10931396484375,442.8550625330218,441.1504605979434,441.9059038088372,55291500
2023-08-02,435.95916748046875,439.2424293013425,435.2037243534402,438.9809399885829,93933400
2023-08-03,434.7097473144531,436.59836980954043,433.2860242407128,433.9349445023742,64276100
2023-08-04,432.74365234375,438.641925149683,432.2206441941938,436.5305623830598,100128900
2023-08-07,436.5209045410156,436.6758710264232,433.8865334027571,434.58386780867363,58357500
2023-08-08,434.6225891113281,436.5112116276927,431.2521347714645,433.9736688423559,71361300
2023-08-09,431.7170715332031,435.05847179517355,430.95193373062347,434.89381066417457,78789600
2023-08-10,431.8719482421875,437.4796768199234,430.7000495120191,434.08016852591743,93005500
2023-08-11,431.6202087402344,432.6371707700478,429.39262829617013,429.9931049607352,68690900
2023-08-14,434.00274658203125,434.00274658203125,430.3901920283433,430.7001249960908,47867400
2023-08-15,428.94708251953125,432.579026131367,428.37563071458953,432.22064953392635,75707500
2023-08-16,425.7994689941406,430.19652151183254,425.6929165942221,428.5306685820661,80107200
2023-08-17,422.5549011230469,427.5330703308015,422.0318929109953,427.2715810031936,95711300
2023-08-18,422.7582702636719,423.79459201752337,419.3781505964978,419.7268030238674,98852000
2023-08-21,425.5088806152344,426.25462916083586,421.6154471933943,423.77522436133023,68719000
2023-08-22,424.3563232421875,427.29093275792906,423.79459558552884,427.29093275792906,64994200
2023-08-23,429.08270263671875,429.7025685957629,425.27643244437724,425.42170429201707,68441000
2023-08-24,423.1360168457031,431.203762091387,423.10693291921746,430.6904485230162,88517300
2023-08-25,426.1190185546875,427.40713495192443,421.30548118508113,424.8696216104319,102325100
2023-08-28,428.8211975097656,429.4410338891343,426.1190230158921,428.31754904739176,61595400
2023-08-29,435.0196838378906,435.300562421232,428.5305993952666,428.71462023709375,83081900
2023-08-30,436.8114929199219,437.4507186105633,434.65168624806546,435.35871532032854,69053900
2023-08-31,436.1722717285156,438.5741784682446,435.98825086612203,437.4313338384164,66084600
2023-09-01,436.98577880859375,439.3877148587065,435.52330670178793,438.9034557035346,58944100
2023-09-05,435.09722900390625,436.8599397169958,435.02945517404754,436.5403416261706,55166200
2023-09-06,432.1722412109375,434.39015641541886,429.83810853841925,434.2836040318296,70758500
2023-09-07,430.84539794921875,431.5233430664757,428.81150348377855,429.1601559057676,70355400
2023-09-08,431.4942932128906,433.0342338731247,430.53546948555345,430.89381655306994,61659700
2023-09-11,434.33209228515625,434.6419957128025,432.41441519511204,434.1286821383693,60180100
2023-09-12,431.94952392578125,434.4095690069945,431.36843651488084,432.8793228968955,67565400
2023-09-13,432.4531555175781,433.6153598507793,431.06815175751416,432.17227690873267,60199300
2023-09-14,436.18194580078125,436.87928025242013,433.6250725159966,434.9325783074241,83430800
2023-09-15,430.92669677734375,434.9213639440362,430.4893439452129,434.5909096949505,111848900
2023-09-18,431.17938232421875,432.48177122246517,430.13940510883424,430.6156436055034,55752200
2023-09-19,430.2851867675781,430.8489254828746,427.5929384264587,430.25602991410364,66514600
2023-09-20,426.3294677734375,431.9666773901904,426.125340122441,431.54875257145443,82562600
2023-09-21,419.2829284667969,423.7343763843457,419.1274153539834,423.471964690838,104095800
2023-09-22,418.3401184082031,421.9168307442946,417.922163972963,420.31314452968047,100829700
2023-09-25,420.0993957519531,420.1382517885623,416.6878950598617,417.12527759103637,70874500
2023-09-26,413.9275207519531,417.75694552801576,413.091641554904,417.0474225773536,96168400
2023-09-27,414.0928039550781,415.6673632246472,410.43834932710797,415.10362443822106,104705800
2023-09-28,416.4934387207031,418.1748963964089,412.94588306815257,413.53877864718345,92258300
2023-09-29,415.482666015625,419.73001600884464,413.9567213820376,419.5550748773884,115111300
2023-10-02,415.31744384765625,416.57124800501185,412.5474238232593,414.64680648403083,83798600
2023-10-03,409.7579345703125,415.37571578475433,408.3875031242602,413.13054906663035,103760600
2023-10-04,412.74176025390625,413.490139235064,408.7568223703676,410.2244531415493,87453000
2023-10-05,412.58624267578125,413.4318210422045,409.34971346962845,412.4501575928168,70142700
2023-10-06,417.48480224609375,419.0301747224433,408.7957044273052,410.12725010221135,113273300
2023-10-09,420.1575927734375,420.731030595671,415.0257795621555,415.57975971039184,80374400
2023-10-10,422.3445129394531,424.94929081738496,420.39091470045764,420.7894114868797,78607300
2023-10-11,424.0745544433594,424.3272372952325,421.0226652550823,423.41364596754795,62451700
2023-10-12,421.4892272949219,425.0659400566885,419.1274329708011,424.6869009279122,81154200
2023-10-13,419.3897705078125,424.2008585345048,417.81524123684835,422.99563948795424,95143100
2023-10-16,423.80242919921875,424.8715633375277,421.4017492227363,421.64473290593867,75433200
2023-10-17,423.7829284667969,425.8434548063301,420.313144365616,420.6630265965554,75324700
2023-10-18,418.1360168457031,422.9665334664685,417.04745473303933,422.0043276099341,93559800
2023-10-19,414.4620666503906,420.67274301604505,413.7817302232839,418.8552300497727,121323000
2023-10-20,409.36920166015625,414.56905852945084,409.26227341338165,414.024777439766,123919900
2023-10-23,408.6596374511719,412.5376769009492,406.07428770501764,407.8334870607581,92035100
2023-10-24,411.7406311035156,412.8972355710742,408.93172606484814,410.78812458285324,78564200
2023-10-25,405.8313293457031,410.0787089756388,405.31620513197595,410.0495521205634,94223200
2023-10-26,400.9715881347656,405.61743411350494,400.04826810570256,404.7621566218401,115156800
2023-10-27,399.1540832519531,402.9640798283335,397.72533824344663,402.56558309414174,107367700
2023-10-30,403.9263610839844,404.9857664071122,400.650945706927,401.95333471869225,86562700
2023-10-31,406.4631042480469,406.78382964883156,402.58506461745475,404.49977716687243,79665200
2023-11-01,410.7978820800781,411.6143035857107,406.9004148379302,407.43499666521507,98068100
2023-11-02,418.6706237792969,418.82613689913995,414.58848595142564,414.6079139684955,94938900
2023-11-03,422.4902648925781,424.0453662261893,420.8574218397773,420.98377808691504,100167800
2023-11-06,423.46221923828125,423.909300881896,421.5086210577569,423.2483924241886,67831700
2023-11-07,424.6674499511719,425.308930455703,422.31538442898636,423.4622603335593,64256100
2023-11-08,424.97845458984375,425.7948761919887,422.6652452198862,425.2700231402192,61746000
2023-11-09,421.6640625,426.1641240083009,421.23640894449704,426.1252383229587,83174400
2023-11-10,428.2441101074219,428.5551363127825,421.6543943944366,423.74407761206675,89462200
2023-11-13,427.8359375,428.943927633025,426.1156237608668,426.9028884941221,52236100
2023-11-14,436.13629150390625,437.4289516718833,433.5703695238838,433.7939251946129,97176900
2023-11-15,437.0595397949219,438.7118404641815,436.20423260900355,437.47746455042164,77327600
2023-11-16,437.5941162109375,437.91484157114996,435.5433188253415,436.6124527945321,66665800
2023-11-17,438.138427734375,438.7507513076313,436.68052576418063,437.6038458819822,83133200
2023-11-20,441.5111083984375,442.35668692226324,437.87605210440023,437.88578094387736,69936200
2023-11-21,440.5487976074219,441.3846768102291,439.27556561921335,440.4613270503416,49244600
2023-11-22,442.2496643066406,443.5715107663597,441.151403140613,442.2108082792148,59394900
2023-11-24,442.5218200683594,442.71621885655264,441.96783987808084,442.29829408913685,29737400
2023-11-27,441.72491455078125,442.7065484758319,441.33611692305607,441.8901268475793,50506000
2023-11-28,442.1622314453125,443.4646203412509,440.7723719885752,441.3360810451993,62115000
2023-11-29,441.8511657714844,445.45706442412455,441.45269869490653,444.31988791311386,63146000
2023-11-30,443.5909729003906,443.9408848017652,440.6168552136203,442.69680962338475,79752700
2023-12-01,446.2151794433594,446.74973160730747,442.3857547580481,442.97862062493266,89183400
2023-12-04,443.8728332519531,446.2346273092226,441.5887809150275,442.81342805335595,72430900
2023-12-05,443.7853698730469,444.74757569096187,442.1039122401313,442.482980993305,69793500
2023-12-06,441.99700927734375,445.9624895836762,441.5596268220381,445.9333327307286,69124700
2023-12-07,445.3695983886719,446.02077795454375,443.4840429089197,444.0866376096692,66995400
2023-12-08,447.2843322753906,447.81888446185815,444.3782275382068,444.6212111977086,83194400
2023-12-11,449.0240478515625,449.19901861867453,446.57478338397874,446.7886101783695,65002200
2023-12-12,451.0748596191406,451.1720590126142,447.673088475197,448.67417993968536,68327600
2023-12-13,457.29522705078125,457.54793953708713,451.0942795875064,451.4538906419632,93278000
2023-12-14,458.76287841796875,460.4346071833905,456.0803293229431,459.2391168995005,119026000
2023-12-15,458.0075378417969,459.3445120086127,456.15338074265475,458.1636814623305,141553700
2023-12-18,460.5838317871094,461.5694752957874,458.5540244200266,459.61772484302196,70375300
2023-12-19,463.3846130371094,463.4626997368389,461.0522866109777,461.1303435293572,55761800
2023-12-20,456.9634094238281,464.4190817502539,456.5340218793302,462.52588115351864,102921000
2023-12-21,461.2962646484375,461.5695085402511,457.5293705169891,459.9592904756651,86667500
2023-12-22,462.2232971191406,463.91157198973565,460.320358287861,462.4282225788341,67160400
2023-12-26,464.1750793457031,465.0826362249441,462.5551227779302,462.6332094792943,55387000
2023-12-27,465.01434326171875,465.16071859872636,463.4334300593357,463.9701495554804,68000300
2023-12-28,465.19000244140625,466.0292409103148,464.770383206952,465.37542113223043,77158100
2023-12-29,463.8432922363281,465.52179896448314,461.88177332887085,464.9948179571429,122283100
2024-01-02,461.2474365234375,462.2428483505155,459.13954238423355,460.7692671751978,123623700
2024-01-03,457.4806213378906,459.8227162609005,456.8755833757596,459.08104145242885,103585900
2024-01-04,456.0069885253906,459.59820232067887,455.78252649517907,457.0023705654277,84232200
2024-01-05,456.6315612792969,459.09075619444957,455.1774869016725,456.21191228687286,86118900
2024-01-08,463.150390625,463.2967659533917,457.00235880041123,457.1292273454669,74879100
2024-01-09,462.44775390625,463.47241097446175,459.97879079150385,460.4862351844952,65931400
2024-01-10,465.0631408691406,465.9316842003945,462.4380338715852,462.7210460536215,67310600
2024-01-11,464.8581848144531,466.5854732987493,460.866858585486,466.0682606035861,77940700
2024-01-12,465.1802062988281,467.053899879707,463.76520505733885,466.31222516082903,58026400
2024-01-16,463.472412109375,465.1118753350676,461.6475302089655,463.79446761024036,85014900
2024-01-17,460.8961486816406,461.3840863262476,458.53451737794865,460.437486104456,68843900
2024-01-18,464.99481201171875,465.5510680800572,461.02302217587135,462.5746603285912,91856200
2024-01-19,470.79150390625,471.07451607606174,465.04361399672933,466.12682126184484,110834500
2024-01-22,471.7869567871094,473.5142454606471,471.13310718922804,472.3334446086135,75844900
2024-01-23,473.1628723144531,473.4068411336017,471.2404266096584,472.333402154428,49945300
2024-01-24,473.68011474609375,476.978548164265,473.1824088250565,476.0417162376214,81765000
2024-01-25,476.25640869140625,476.529652576822,473.6801134548218,475.817252905647,72525000
2024-01-26,475.6513977050781,477.32013617897184,474.80239093382255,475.8270481167824,76641600
2024-01-29,479.418212890625,479.5646180000114,475.4171482779632,475.963636023537,61322800
2024-01-30,479.0474548339844,479.75982476451486,478.2862434868122,478.72539929766515,58618400
2024-01-31,471.230712890625,477.28112243727594,471.21117632276696,476.83222809684315,126011100
2024-02-01,477.3981628417969,477.4274379067324,472.12841290261804,472.9384060014142,91891600
2024-02-02,482.4239807128906,484.08295092354996,477.49579237271115,477.8373546982843,99228200
2024-02-05,480.6673583984375,482.45322684265506,478.4033503772612,481.7896387981956,75757100
2024-02-06,482.0628356933594,482.39462968324506,480.17937394824327,481.61391166467826,55918600
2024-02-07,486.0835266113281,486.50314587191764,483.40960785248996,484.3171945782859,70556500
2024-02-08,486.29815673828125,486.6787325955751,485.263731366402,486.08346299422993,52343600
2024-02-09,489.10870361328125,489.5478296216965,486.46406015452993,486.805622459753,63979400
2024-02-12,488.8940124511719,491.3532074553824,488.171844486811,489.0794311383801,56502300
2024-02-13,482.16046142578125,485.097855647228,478.8815346699486,482.59961722906473,113099200
2024-02-14,486.5421447753906,487.0300824146668,482.4727317600331,484.8050879708214,68387800
2024-02-15,489.899169921875,490.08458861177627,486.7665887596598,487.2447879089923,61683000
2024-02-16,487.4594421386719,490.7383685926888,486.7177674392092,489.59661125940903,75532900
2024-02-20,484.77581787109375,486.3860061409344,482.5215483370468,485.7126498093255,71736700
2024-02-21,485.2149658203125,485.3711094473026,481.6530268123209,483.46817041739837,59293400
2024-02-22,495.2567443847656,496.2228514595425,490.88481205787525,491.8509489140047,76402500
2024-02-23,495.5982666015625,497.8232610473495,494.8663601420095,496.98399282076,61321800
2024-02-26,493.7830810546875,496.4765061265552,493.65621251415064,496.03735037567327,50386700
2024-02-27,494.700439453125,494.92490148468676,492.5730385293385,494.47600720291285,48854500
2024-02-28,494.0466003417969,494.63210165101094,492.7779446820202,493.1390137498183,56506600
2024-02-29,495.8226623535156,497.4426187718277,493.1585420969383,495.81292385275657,83924800
2024-03-01,500.4775695800781,500.90695704808513,496.29108643903106,496.70096712443683,76844800
2024-03-04,499.94091796875,501.79510491460894,499.64816728327304,499.6774721331723,49799300
2024-03-05,494.9444580078125,498.37955833556765,492.7292316615837,497.93063422732985,72855600
2024-03-06,497.4524230957031,499.7164608888025,496.1545220794044,498.23311140577533,68382400
2024-03-07,502.3903503417969,503.444312321391,497.5109739434722,500.76065530231244,58652100
2024-03-08,499.3749084472656,505.7180680999103,498.7991455954804,503.0247023113752,86532500
2024-03-11,498.94549560546875,499.53102671053773,496.2325636072866,498.1648073196095,62557200
2024-03-12,504.3128356933594,504.89833701294907,498.53561138081784,501.063154462892,73114400
2024-03-13,503.5223083496094,504.81047078670485,502.07803208500076,504.6348203947413,55104100
2024-03-14,502.5270080566406,504.6544091071824,499.4725135393552,504.4982357008347,110171800
2024-03-15,499.07635498046875,500.90693694327877,497.4024316630392,499.44834457853835,107646300
2024-03-18,502.04241943359375,504.60715196314635,501.63129506757195,503.15838817484575,88893300
2024-03-19,504.8323669433594,505.11622858588777,500.3391555977347,501.3474589189953,60755300
2024-03-20,509.5016784667969,509.63873983527566,504.21561462485215,504.89106308633967,69594600
2024-03-21,511.1853942871094,513.0550809055346,510.901472936943,512.350296341864,60256100
2024-03-22,510.2163391113281,511.58677360023546,509.9813511510512,511.09731990824747,79070800
2024-03-25,508.80670166015625,509.96180518438194,508.65004302256665,508.8360378123517,48512100
2024-03-26,507.866943359375,510.5785359636074,507.465617616324,510.23588252659715,65463700
2024-03-27,512.135009765625,512.1742043034125,508.5326374076675,510.70584308288664,82999800
2024-03-28,512.037109375,513.5446052867917,511.75324773349064,512.1741707527357,96294900
2024-04-01,511.1461486816406,513.3193536979879,509.9812467432874,512.7809666965774,62477500
2024-04-02,507.8963317871094,508.0333334121318,505.5860649599207,507.3089515099197,74230300
2024-04-03,508.4542541503906,509.9618097488042,506.7509648748843,506.79989829415746,59155800
2024-04-04,502.2480163574219,512.8202041062084,501.944557459695,512.4776104224978,96858100
2024-04-05,507.49493408203125,509.4625474298725,503.1681802920817,503.6087005524252,74546500
2024-04-08,507.77880859375,509.2080348808952,506.9663584849502,508.1997913461109,48401800
2024-04-09,508.3661804199219,509.76601078340246,503.5009797426477,509.52128394193176,68049200
2024-04-10,503.27593994140625,505.27288981482485,501.2887887030366,502.64942477602114,82652800
2024-04-11,507.07403564453125,508.52279948423035,501.2789205379683,504.80296329585076,70099000
2024-04-12,500.0747985839844,504.9399690444143,498.34211354923036,503.5205415143918,92561100
2024-04-15,493.8098449707031,504.43096625601453,492.95817044710765,504.26456872904316,92101400
2024-04-16,492.9092102050781,495.81656619092587,491.6170453505055,494.28947313511503,73484000
2024-04-17,489.9920654296875,495.5424832864925,488.5922350793865,495.3760558913513,75910300
2024-04-18,488.9837951660156,493.49657364344756,488.0440524623093,491.39192878796825,74548100
2024-04-19,484.7157897949219,489.90398704424035,483.44319225577453,488.9055122549044,102212600
2024-04-22,489.1795959472656,491.78349315664354,484.98007493251976,487.3294466640699,67961000
2024-04-23,494.9844970703125,495.4152186955436,488.99358884976584,491.19613039401867,64633600
2024-04-24,494.7496032714844,496.6682534521082,492.5176955463837,495.87534083094636,55928100
2024-04-25,492.8700866699219,493.6336332615344,486.9966421578613,488.6509980853357,69122400
2024-04-26,497.5394592285156,499.1252843555603,495.03345880263834,495.66974260530816,64306100
2024-04-29,499.3014221191406,499.9768705015052,496.55069517746153,499.3307881412487,46415400
2024-04-30,491.3919372558594,498.8120420500729,491.3919372558594,497.83313467029427,77483600
2024-05-01,489.7962951660156,497.4709251521688,489.3264088866621,490.80456853459987,80242800
2024-05-02,494.3775939941406,495.2194698771777,489.0131707855575,493.516150718059,62550200
2024-05-03,500.5055847167969,501.7389877556503,497.83315669716075,500.37832197197366,72756700
2024-05-06,505.67413330078125,505.7132680822078,502.47308742336617,502.91360764238556,47264700
2024-05-07,506.2321472167969,507.63197751857143,505.5566987742017,506.6432715629709,52561300
2024-05-08,506.2810974121094,506.81948450790213,504.2743492835563,504.3918133863561,42047200
2024-05-09,509.1982727050781,509.23746724174026,505.8112911588816,506.46714242251056,43643700
2024-05-10,509.8541564941406,511.6161778645498,508.63052224416674,510.8036679931926,52233200
2024-05-13,509.9226379394531,511.6455245585536,508.77733298725667,511.5378590818016,36716400
2024-05-14,512.26220703125,512.7810566084371,509.5800104376199,510.1183975334321,57535900
2024-05-15,518.6055908203125,518.8992510906287,514.1025809336553,514.7388946424787,59504900
2024-05-16,517.5385131835938,520.3088376274046,517.3916531865508,518.7034152838155,50244800
2024-05-17,518.2825317382812,518.3510624255979,516.1974542090975,517.6560166666146,59187600
2024-05-20,518.879638671875,520.3479997283454,518.0083967722392,518.399983619737,37764200
2024-05-21,520.1522216796875,520.308880322423,517.9105452430766,518.1161373062547,33437000
2024-05-22,518.6544799804688,520.1717743707599,516.471476037249,519.457191149343,48390000
2024-05-23,514.8660888671875,521.8261052124075,513.6521936651458,521.7184397522471,57211200
2024-05-24,518.2727661132812,519.0852760314796,515.7667654147743,516.7162769685657,41291100
2024-05-28,518.6348876953125,519.3201347726647,515.9918259671035,519.0852065742038,36269600
2024-05-29,515.0031127929688,516.187612149335,514.2885295747019,514.5919884514224,45190300
2024-05-30,511.5868225097656,514.1222191656732,510.3338520073258,513.4565692506627,46377600
2024-05-31,516.2463989257812,516.373661669616,507.42643355259685,512.5461599640777,90785800
2024-06-03,516.6672973632812,518.1454570499837,511.5769670953754,517.8615954221938,46835700
2024-06-04,517.2449340820312,517.9889133212755,513.8872886188278,515.3556498285665,34632700
2024-06-05,523.3923950195312,523.411992286524,517.577682760377,519.5746920651516,47610400
2024-06-06,523.382568359375,524.1265474920779,521.4443509593684,523.6958258756584,30808500
2024-06-07,522.7462768554688,525.5655345515494,521.307252110627,522.4036234649075,43224500
2024-06-10,524.3614501953125,524.684506328859,521.3366601422468,521.9337792468638,35686100
2024-06-11,525.6243286132812,525.6830606660559,520.8276585615498,522.80507058457,36383400
2024-06-12,529.9412231445312,532.64301675814,528.9035838325556,530.205547225615,63251300
2024-06-13,531.00830078125,531.869744023919,528.2086401164571,531.6935478717044,44760900
2024-06-14,531.3314208984375,531.3607570534568,528.4631694567662,529.4714728215465,40089900
2024-06-17,535.5601806640625,536.9600707352853,530.1859889386527,530.6461064563005,55839500
2024-06-18,536.9208984375,537.0481611765176,535.1980118918142,535.618934894809,41376400
2024-06-20,535.4623413085938,538.5165275797466,533.6807226924603,537.8508777255481,70328200
2024-06-21,534.7444458007812,535.8640147535098,533.2811779308804,534.6364329914431,64338600
